unit,isced11,hlth_pb,sex,age,geo\time	2019 	2014 
PC,ED0-2,DPR,F,Y25-34,DE	22.0 u	17.7 
PC,ED0-2,DPR,F,Y25-34,DK	: u	: u
PC,ED0-2,DPR,F,Y25-34,EE	14.7 u	13.0 
PC,ED0-2,DPR,F,Y25-34,EL	2.4 u	8.2 
PC,ED0-2,DPR,F,Y25-34,ES	3.4 	9.0 
PC,ED0-2,DPR,F,Y25-34,EU27_2020	10.3 	8.5 
PC,ED0-2,DPR,F,Y25-34,EU28	: 	8.9 e
PC,ED0-2,DPR,F,Y25-34,FI	22.4 u	: u
PC,ED0-2,DPR,F,Y25-34,FR	13.1 	9.9 
PC,ED0-2,DPR,F,Y25-34,HR	: u	: u
PC,ED0-2,DPR,F,Y25-34,HU	6.5 u	22.4 
PC,ED0-2,DPR,F,Y25-34,IE	13.2 u	17.1 u
PC,ED0-2,DPR,F,Y25-34,IS	23.2 u	28.1 
PC,ED0-2,DPR,F,Y25-34,IT	1.7 	2.0 
PC,ED0-2,DPR,F,Y25-34,LT	: u	: u
PC,ED0-2,DPR,F,Y25-34,LU	: u	9.1 u
PC,ED0-2,DPR,F,Y25-34,LV	12.4 u	0 u
PC,ED0-2,DPR,F,Y25-34,MT	14.8 	3.1 
PC,ED0-2,DPR,F,Y25-34,NL	10.9 	: 
PC,ED0-2,DPR,F,Y25-34,NO	14.0 	12.4 
PC,ED0-2,DPR,F,Y25-34,PL	3.4 u	7.8 
PC,ED0-2,DPR,F,Y25-34,PT	8.3 	7.6 
PC,ED0-2,DPR,F,Y25-34,RO	5.4 	3.2 
PC,ED0-2,DPR,F,Y25-34,RS	0 	: 
PC,ED0-2,DPR,F,Y25-34,SE	29.1 u	16.7 u
PC,ED0-2,DPR,F,Y25-34,SI	: u	: u
PC,ED0-2,DPR,F,Y25-34,SK	4.2 u	14.1 u
PC,ED0-2,DPR,F,Y25-34,TR	6.3 	8.6 
PC,ED0-2,DPR,F,Y25-34,UK	: 	12.0 
PC,ED0-2,DPR,F,Y25-64,EU27_2020	: 	10.2 
PC,ED0-2,DPR,F,Y35-44,AT	6.3 	10.2 
PC,ED0-2,DPR,F,Y35-44,BE	20.7 	: 
PC,ED0-2,DPR,F,Y35-44,BG	3.4 	6.3 
PC,ED0-2,DPR,F,Y35-44,CY	0 u	1.0 
PC,ED0-2,DPR,F,Y35-44,CZ	0 u	17.4 u
PC,ED0-2,DPR,F,Y35-44,DE	26.4 u	10.1 
PC,ED0-2,DPR,F,Y35-44,DK	25.0 u	19.0 u
PC,ED0-2,DPR,F,Y35-44,EE	0 u	11.6 u
PC,ED0-2,DPR,F,Y35-44,EL	2.5 	3.9 
PC,ED0-2,DPR,F,Y35-44,ES	6.8 	9.1 
PC,ED0-2,DPR,F,Y35-44,EU27_2020	10.1 	8.3 
PC,ED0-2,DPR,F,Y35-44,EU28	: 	8.6 e
PC,ED0-2,DPR,F,Y35-44,FI	: u	: u
PC,ED0-2,DPR,F,Y35-44,FR	13.2 	13.6 
PC,ED0-2,DPR,F,Y35-44,HR	10.2 u	1.8 
PC,ED0-2,DPR,F,Y35-44,HU	6.2 u	18.3 
PC,ED0-2,DPR,F,Y35-44,IE	11.0 	8.3 
PC,ED0-2,DPR,F,Y35-44,IS	19.4 u	19.3 u
PC,ED0-2,DPR,F,Y35-44,IT	2.7 	3.4 
PC,ED0-2,DPR,F,Y35-44,LT	13.0 u	10.8 u
PC,ED0-2,DPR,F,Y35-44,LU	16.5 u	11.7 u
PC,ED0-2,DPR,F,Y35-44,LV	13.4 	12.6 u
PC,ED0-2,DPR,F,Y35-44,MT	9.3 	3.4 
PC,ED0-2,DPR,F,Y35-44,NL	13.8 	: 
PC,ED0-2,DPR,F,Y35-44,NO	11.7 	14.7 
PC,ED0-2,DPR,F,Y35-44,PL	6.8 	4.5 
PC,ED0-2,DPR,F,Y35-44,PT	5.2 	11.5 
PC,ED0-2,DPR,F,Y35-44,RO	2.3 	4.7 
PC,ED0-2,DPR,F,Y35-44,RS	4.0 	: 
PC,ED0-2,DPR,F,Y35-44,SE	20.1 u	23.9 u
PC,ED0-2,DPR,F,Y35-44,SI	11.8 u	4.7 u
PC,ED0-2,DPR,F,Y35-44,SK	2.3 u	2.4 u
PC,ED0-2,DPR,F,Y35-44,TR	8.4 	7.9 
PC,ED0-2,DPR,F,Y35-44,UK	: 	11.2 
PC,ED0-2,DPR,F,Y45-54,AT	11.6 	12.6 
PC,ED0-2,DPR,F,Y45-54,BE	22.2 	: 
PC,ED0-2,DPR,F,Y45-54,BG	6.5 	10.5 
PC,ED0-2,DPR,F,Y45-54,CY	5.9 	4.0 
PC,ED0-2,DPR,F,Y45-54,CZ	11.6 u	12.9 u
PC,ED0-2,DPR,F,Y45-54,DE	19.0 	13.7 
PC,ED0-2,DPR,F,Y45-54,DK	17.5 u	7.1 u
PC,ED0-2,DPR,F,Y45-54,EE	10.4 u	: u
PC,ED0-2,DPR,F,Y45-54,EL	5.0 	5.0 
PC,ED0-2,DPR,F,Y45-54,ES	8.0 	13.1 
PC,ED0-2,DPR,F,Y45-54,EU27_2020	11.4 	10.6 
PC,ED0-2,DPR,F,Y45-54,EU28	: 	11.1 e
PC,ED0-2,DPR,F,Y45-54,FI	: u	20.2 u
PC,ED0-2,DPR,F,Y45-54,FR	16.9 	13.7 
PC,ED0-2,DPR,F,Y45-54,HR	12.3 	6.0 
PC,ED0-2,DPR,F,Y45-54,HU	11.9 	31.9 
PC,ED0-2,DPR,F,Y45-54,IE	12.1 	10.4 
PC,ED0-2,DPR,F,Y45-54,IS	16.7 	11.2 
PC,ED0-2,DPR,F,Y45-54,IT	5.3 	4.2 
PC,ED0-2,DPR,F,Y45-54,LT	: u	: u
PC,ED0-2,DPR,F,Y45-54,LU	22.6 	11.1 
PC,ED0-2,DPR,F,Y45-54,LV	: u	: u
PC,ED0-2,DPR,F,Y45-54,MT	17.0 	6.3 
PC,ED0-2,DPR,F,Y45-54,NL	12.4 	: 
PC,ED0-2,DPR,F,Y45-54,NO	23.6 	13.0 
PC,ED0-2,DPR,F,Y45-54,PL	7.3 	9.2 
PC,ED0-2,DPR,F,Y45-54,PT	13.5 	17.8 
PC,ED0-2,DPR,F,Y45-54,RO	2.4 	5.0 
PC,ED0-2,DPR,F,Y45-54,RS	3.0 	: 
PC,ED0-2,DPR,F,Y45-54,SE	9.1 	23.5 
PC,ED0-2,DPR,F,Y45-54,SI	7.4 	7.3 
PC,ED0-2,DPR,F,Y45-54,SK	7.8 u	6.8 u
PC,ED0-2,DPR,F,Y45-54,TR	9.6 	11.0 
PC,ED0-2,DPR,F,Y45-54,UK	: 	14.6 
PC,ED0-2,DPR,F,Y45-64,AT	12.7 	9.4 
PC,ED0-2,DPR,F,Y45-64,BE	19.3 	: 
PC,ED0-2,DPR,F,Y45-64,BG	10.2 	13.1 
PC,ED0-2,DPR,F,Y45-64,CY	6.6 	11.0 
PC,ED0-2,DPR,F,Y45-64,CZ	9.6 	10.6 
